Data;Ano;AnoNum;Mês;Nome do Mês;Trimestre;Semana do Ano;Dia;Nome do Dia;AnoMês;AnoMesNum;Semestre;SemestreNum;Tri;Mês Nome;Dia da Semana
15/02/2008;2008;2008;2;fevereiro;1;7;15;sexta-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;5
16/02/2008;2008;2008;2;fevereiro;1;7;16;sábado;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;6
17/02/2008;2008;2008;2;fevereiro;1;8;17;domingo;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;0
18/02/2008;2008;2008;2;fevereiro;1;8;18;segunda-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;1
19/02/2008;2008;2008;2;fevereiro;1;8;19;terça-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;2
20/02/2008;2008;2008;2;fevereiro;1;8;20;quarta-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;3
21/02/2008;2008;2008;2;fevereiro;1;8;21;quinta-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;4
22/02/2008;2008;2008;2;fevereiro;1;8;22;sexta-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;5
23/02/2008;2008;2008;2;fevereiro;1;8;23;sábado;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;6
24/02/2008;2008;2008;2;fevereiro;1;9;24;domingo;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;0
25/02/2008;2008;2008;2;fevereiro;1;9;25;segunda-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;1
26/02/2008;2008;2008;2;fevereiro;1;9;26;terça-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;2
27/02/2008;2008;2008;2;fevereiro;1;9;27;quarta-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;3
28/02/2008;2008;2008;2;fevereiro;1;9;28;quinta-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;4
29/02/2008;2008;2008;2;fevereiro;1;9;29;sexta-feira;Fev/08;200802;1Sem-08;200801;1ºTRI;FEV;5
01/03/2008;2008;2008;3;março;1;9;1;sábado;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;6
02/03/2008;2008;2008;3;março;1;10;2;domingo;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;0
03/03/2008;2008;2008;3;março;1;10;3;segunda-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;1
04/03/2008;2008;2008;3;março;1;10;4;terça-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;2
05/03/2008;2008;2008;3;março;1;10;5;quarta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;3
06/03/2008;2008;2008;3;março;1;10;6;quinta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;4
07/03/2008;2008;2008;3;março;1;10;7;sexta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;5
08/03/2008;2008;2008;3;março;1;10;8;sábado;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;6
09/03/2008;2008;2008;3;março;1;11;9;domingo;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;0
10/03/2008;2008;2008;3;março;1;11;10;segunda-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;1
11/03/2008;2008;2008;3;março;1;11;11;terça-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;2
12/03/2008;2008;2008;3;março;1;11;12;quarta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;3
13/03/2008;2008;2008;3;março;1;11;13;quinta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;4
14/03/2008;2008;2008;3;março;1;11;14;sexta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;5
15/03/2008;2008;2008;3;março;1;11;15;sábado;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;6
16/03/2008;2008;2008;3;março;1;12;16;domingo;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;0
17/03/2008;2008;2008;3;março;1;12;17;segunda-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;1
18/03/2008;2008;2008;3;março;1;12;18;terça-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;2
19/03/2008;2008;2008;3;março;1;12;19;quarta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;3
20/03/2008;2008;2008;3;março;1;12;20;quinta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;4
21/03/2008;2008;2008;3;março;1;12;21;sexta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;5
22/03/2008;2008;2008;3;março;1;12;22;sábado;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;6
23/03/2008;2008;2008;3;março;1;13;23;domingo;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;0
24/03/2008;2008;2008;3;março;1;13;24;segunda-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;1
25/03/2008;2008;2008;3;março;1;13;25;terça-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;2
26/03/2008;2008;2008;3;março;1;13;26;quarta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;3
27/03/2008;2008;2008;3;março;1;13;27;quinta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;4
28/03/2008;2008;2008;3;março;1;13;28;sexta-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;5
29/03/2008;2008;2008;3;março;1;13;29;sábado;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;6
30/03/2008;2008;2008;3;março;1;14;30;domingo;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;0
31/03/2008;2008;2008;3;março;1;14;31;segunda-feira;Mar/08;200803;1Sem-08;200801;1ºTRI;MAR;1
01/04/2008;2008;2008;4;abril;2;14;1;terça-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;2
02/04/2008;2008;2008;4;abril;2;14;2;quarta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;3
03/04/2008;2008;2008;4;abril;2;14;3;quinta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;4
04/04/2008;2008;2008;4;abril;2;14;4;sexta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;5
05/04/2008;2008;2008;4;abril;2;14;5;sábado;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;6
06/04/2008;2008;2008;4;abril;2;15;6;domingo;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;0
07/04/2008;2008;2008;4;abril;2;15;7;segunda-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;1
08/04/2008;2008;2008;4;abril;2;15;8;terça-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;2
09/04/2008;2008;2008;4;abril;2;15;9;quarta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;3
10/04/2008;2008;2008;4;abril;2;15;10;quinta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;4
11/04/2008;2008;2008;4;abril;2;15;11;sexta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;5
12/04/2008;2008;2008;4;abril;2;15;12;sábado;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;6
13/04/2008;2008;2008;4;abril;2;16;13;domingo;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;0
14/04/2008;2008;2008;4;abril;2;16;14;segunda-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;1
15/04/2008;2008;2008;4;abril;2;16;15;terça-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;2
16/04/2008;2008;2008;4;abril;2;16;16;quarta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;3
17/04/2008;2008;2008;4;abril;2;16;17;quinta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;4
18/04/2008;2008;2008;4;abril;2;16;18;sexta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;5
19/04/2008;2008;2008;4;abril;2;16;19;sábado;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;6
20/04/2008;2008;2008;4;abril;2;17;20;domingo;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;0
21/04/2008;2008;2008;4;abril;2;17;21;segunda-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;1
22/04/2008;2008;2008;4;abril;2;17;22;terça-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;2
23/04/2008;2008;2008;4;abril;2;17;23;quarta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;3
24/04/2008;2008;2008;4;abril;2;17;24;quinta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;4
25/04/2008;2008;2008;4;abril;2;17;25;sexta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;5
26/04/2008;2008;2008;4;abril;2;17;26;sábado;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;6
27/04/2008;2008;2008;4;abril;2;18;27;domingo;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;0
28/04/2008;2008;2008;4;abril;2;18;28;segunda-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;1
29/04/2008;2008;2008;4;abril;2;18;29;terça-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;2
30/04/2008;2008;2008;4;abril;2;18;30;quarta-feira;Abr/08;200804;1Sem-08;200801;2ºTRI;ABR;3
01/05/2008;2008;2008;5;maio;2;18;1;quinta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;4
02/05/2008;2008;2008;5;maio;2;18;2;sexta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;5
03/05/2008;2008;2008;5;maio;2;18;3;sábado;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;6
04/05/2008;2008;2008;5;maio;2;19;4;domingo;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;0
05/05/2008;2008;2008;5;maio;2;19;5;segunda-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;1
06/05/2008;2008;2008;5;maio;2;19;6;terça-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;2
07/05/2008;2008;2008;5;maio;2;19;7;quarta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;3
08/05/2008;2008;2008;5;maio;2;19;8;quinta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;4
09/05/2008;2008;2008;5;maio;2;19;9;sexta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;5
10/05/2008;2008;2008;5;maio;2;19;10;sábado;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;6
11/05/2008;2008;2008;5;maio;2;20;11;domingo;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;0
12/05/2008;2008;2008;5;maio;2;20;12;segunda-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;1
13/05/2008;2008;2008;5;maio;2;20;13;terça-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;2
14/05/2008;2008;2008;5;maio;2;20;14;quarta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;3
15/05/2008;2008;2008;5;maio;2;20;15;quinta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;4
16/05/2008;2008;2008;5;maio;2;20;16;sexta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;5
17/05/2008;2008;2008;5;maio;2;20;17;sábado;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;6
18/05/2008;2008;2008;5;maio;2;21;18;domingo;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;0
19/05/2008;2008;2008;5;maio;2;21;19;segunda-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;1
20/05/2008;2008;2008;5;maio;2;21;20;terça-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;2
21/05/2008;2008;2008;5;maio;2;21;21;quarta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;3
22/05/2008;2008;2008;5;maio;2;21;22;quinta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;4
23/05/2008;2008;2008;5;maio;2;21;23;sexta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;5
24/05/2008;2008;2008;5;maio;2;21;24;sábado;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;6
25/05/2008;2008;2008;5;maio;2;22;25;domingo;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;0
26/05/2008;2008;2008;5;maio;2;22;26;segunda-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;1
27/05/2008;2008;2008;5;maio;2;22;27;terça-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;2
28/05/2008;2008;2008;5;maio;2;22;28;quarta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;3
29/05/2008;2008;2008;5;maio;2;22;29;quinta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;4
30/05/2008;2008;2008;5;maio;2;22;30;sexta-feira;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;5
31/05/2008;2008;2008;5;maio;2;22;31;sábado;Mai/08;200805;1Sem-08;200801;2ºTRI;MAI;6
01/06/2008;2008;2008;6;junho;2;23;1;domingo;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;0
02/06/2008;2008;2008;6;junho;2;23;2;segunda-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;1
03/06/2008;2008;2008;6;junho;2;23;3;terça-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;2
04/06/2008;2008;2008;6;junho;2;23;4;quarta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;3
05/06/2008;2008;2008;6;junho;2;23;5;quinta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;4
06/06/2008;2008;2008;6;junho;2;23;6;sexta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;5
07/06/2008;2008;2008;6;junho;2;23;7;sábado;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;6
08/06/2008;2008;2008;6;junho;2;24;8;domingo;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;0
09/06/2008;2008;2008;6;junho;2;24;9;segunda-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;1
10/06/2008;2008;2008;6;junho;2;24;10;terça-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;2
11/06/2008;2008;2008;6;junho;2;24;11;quarta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;3
12/06/2008;2008;2008;6;junho;2;24;12;quinta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;4
13/06/2008;2008;2008;6;junho;2;24;13;sexta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;5
14/06/2008;2008;2008;6;junho;2;24;14;sábado;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;6
15/06/2008;2008;2008;6;junho;2;25;15;domingo;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;0
16/06/2008;2008;2008;6;junho;2;25;16;segunda-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;1
17/06/2008;2008;2008;6;junho;2;25;17;terça-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;2
18/06/2008;2008;2008;6;junho;2;25;18;quarta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;3
19/06/2008;2008;2008;6;junho;2;25;19;quinta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;4
20/06/2008;2008;2008;6;junho;2;25;20;sexta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;5
21/06/2008;2008;2008;6;junho;2;25;21;sábado;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;6
22/06/2008;2008;2008;6;junho;2;26;22;domingo;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;0
23/06/2008;2008;2008;6;junho;2;26;23;segunda-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;1
24/06/2008;2008;2008;6;junho;2;26;24;terça-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;2
25/06/2008;2008;2008;6;junho;2;26;25;quarta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;3
26/06/2008;2008;2008;6;junho;2;26;26;quinta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;4
27/06/2008;2008;2008;6;junho;2;26;27;sexta-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;5
28/06/2008;2008;2008;6;junho;2;26;28;sábado;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;6
29/06/2008;2008;2008;6;junho;2;27;29;domingo;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;0
30/06/2008;2008;2008;6;junho;2;27;30;segunda-feira;Jun/08;200806;1Sem-08;200801;2ºTRI;JUN;1
01/01/2007;2007;2007;1;janeiro;1;1;1;segunda-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;1
02/01/2007;2007;2007;1;janeiro;1;1;2;terça-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;2
03/01/2007;2007;2007;1;janeiro;1;1;3;quarta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;3
04/01/2007;2007;2007;1;janeiro;1;1;4;quinta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;4
05/01/2007;2007;2007;1;janeiro;1;1;5;sexta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;5
06/01/2007;2007;2007;1;janeiro;1;1;6;sábado;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;6
07/01/2007;2007;2007;1;janeiro;1;2;7;domingo;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;0
08/01/2007;2007;2007;1;janeiro;1;2;8;segunda-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;1
09/01/2007;2007;2007;1;janeiro;1;2;9;terça-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;2
10/01/2007;2007;2007;1;janeiro;1;2;10;quarta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;3
11/01/2007;2007;2007;1;janeiro;1;2;11;quinta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;4
12/01/2007;2007;2007;1;janeiro;1;2;12;sexta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;5
13/01/2007;2007;2007;1;janeiro;1;2;13;sábado;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;6
14/01/2007;2007;2007;1;janeiro;1;3;14;domingo;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;0
15/01/2007;2007;2007;1;janeiro;1;3;15;segunda-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;1
16/01/2007;2007;2007;1;janeiro;1;3;16;terça-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;2
17/01/2007;2007;2007;1;janeiro;1;3;17;quarta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;3
18/01/2007;2007;2007;1;janeiro;1;3;18;quinta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;4
19/01/2007;2007;2007;1;janeiro;1;3;19;sexta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;5
20/01/2007;2007;2007;1;janeiro;1;3;20;sábado;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;6
21/01/2007;2007;2007;1;janeiro;1;4;21;domingo;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;0
22/01/2007;2007;2007;1;janeiro;1;4;22;segunda-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;1
23/01/2007;2007;2007;1;janeiro;1;4;23;terça-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;2
24/01/2007;2007;2007;1;janeiro;1;4;24;quarta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;3
25/01/2007;2007;2007;1;janeiro;1;4;25;quinta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;4
26/01/2007;2007;2007;1;janeiro;1;4;26;sexta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;5
27/01/2007;2007;2007;1;janeiro;1;4;27;sábado;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;6
28/01/2007;2007;2007;1;janeiro;1;5;28;domingo;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;0
29/01/2007;2007;2007;1;janeiro;1;5;29;segunda-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;1
30/01/2007;2007;2007;1;janeiro;1;5;30;terça-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;2
31/01/2007;2007;2007;1;janeiro;1;5;31;quarta-feira;Jan/07;200701;1Sem-07;200701;1ºTRI;JAN;3
01/02/2007;2007;2007;2;fevereiro;1;5;1;quinta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;4
02/02/2007;2007;2007;2;fevereiro;1;5;2;sexta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;5
03/02/2007;2007;2007;2;fevereiro;1;5;3;sábado;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;6
04/02/2007;2007;2007;2;fevereiro;1;6;4;domingo;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;0
05/02/2007;2007;2007;2;fevereiro;1;6;5;segunda-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;1
06/02/2007;2007;2007;2;fevereiro;1;6;6;terça-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;2
07/02/2007;2007;2007;2;fevereiro;1;6;7;quarta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;3
08/02/2007;2007;2007;2;fevereiro;1;6;8;quinta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;4
09/02/2007;2007;2007;2;fevereiro;1;6;9;sexta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;5
10/02/2007;2007;2007;2;fevereiro;1;6;10;sábado;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;6
11/02/2007;2007;2007;2;fevereiro;1;7;11;domingo;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;0
12/02/2007;2007;2007;2;fevereiro;1;7;12;segunda-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;1
13/02/2007;2007;2007;2;fevereiro;1;7;13;terça-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;2
14/02/2007;2007;2007;2;fevereiro;1;7;14;quarta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;3
15/02/2007;2007;2007;2;fevereiro;1;7;15;quinta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;4
16/02/2007;2007;2007;2;fevereiro;1;7;16;sexta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;5
17/02/2007;2007;2007;2;fevereiro;1;7;17;sábado;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;6
18/02/2007;2007;2007;2;fevereiro;1;8;18;domingo;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;0
19/02/2007;2007;2007;2;fevereiro;1;8;19;segunda-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;1
20/02/2007;2007;2007;2;fevereiro;1;8;20;terça-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;2
21/02/2007;2007;2007;2;fevereiro;1;8;21;quarta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;3
22/02/2007;2007;2007;2;fevereiro;1;8;22;quinta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;4
23/02/2007;2007;2007;2;fevereiro;1;8;23;sexta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;5
24/02/2007;2007;2007;2;fevereiro;1;8;24;sábado;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;6
25/02/2007;2007;2007;2;fevereiro;1;9;25;domingo;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;0
26/02/2007;2007;2007;2;fevereiro;1;9;26;segunda-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;1
27/02/2007;2007;2007;2;fevereiro;1;9;27;terça-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;2
28/02/2007;2007;2007;2;fevereiro;1;9;28;quarta-feira;Fev/07;200702;1Sem-07;200701;1ºTRI;FEV;3
01/03/2007;2007;2007;3;março;1;9;1;quinta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;4
02/03/2007;2007;2007;3;março;1;9;2;sexta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;5
03/03/2007;2007;2007;3;março;1;9;3;sábado;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;6
04/03/2007;2007;2007;3;março;1;10;4;domingo;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;0
05/03/2007;2007;2007;3;março;1;10;5;segunda-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;1
06/03/2007;2007;2007;3;março;1;10;6;terça-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;2
07/03/2007;2007;2007;3;março;1;10;7;quarta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;3
08/03/2007;2007;2007;3;março;1;10;8;quinta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;4
09/03/2007;2007;2007;3;março;1;10;9;sexta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;5
10/03/2007;2007;2007;3;março;1;10;10;sábado;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;6
11/03/2007;2007;2007;3;março;1;11;11;domingo;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;0
12/03/2007;2007;2007;3;março;1;11;12;segunda-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;1
13/03/2007;2007;2007;3;março;1;11;13;terça-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;2
14/03/2007;2007;2007;3;março;1;11;14;quarta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;3
15/03/2007;2007;2007;3;março;1;11;15;quinta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;4
16/03/2007;2007;2007;3;março;1;11;16;sexta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;5
17/03/2007;2007;2007;3;março;1;11;17;sábado;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;6
18/03/2007;2007;2007;3;março;1;12;18;domingo;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;0
19/03/2007;2007;2007;3;março;1;12;19;segunda-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;1
20/03/2007;2007;2007;3;março;1;12;20;terça-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;2
21/03/2007;2007;2007;3;março;1;12;21;quarta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;3
22/03/2007;2007;2007;3;março;1;12;22;quinta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;4
23/03/2007;2007;2007;3;março;1;12;23;sexta-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;5
24/03/2007;2007;2007;3;março;1;12;24;sábado;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;6
25/03/2007;2007;2007;3;março;1;13;25;domingo;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;0
26/03/2007;2007;2007;3;março;1;13;26;segunda-feira;Mar/07;200703;1Sem-07;200701;1ºTRI;MAR;1
